reference,amount,type,date,year
1654,7180.0,Salary,2012-11-27,2012
5323,-4798.0,Subscriptions,2012-11-28,2012
9967,6965.0,Tips,2012-11-30,2012
3657,6636.0,Other,2012-11-30,2012
1081,-5735.0,Health Insurance,2012-12-01,2012
9717,2661.0,Tips,2012-12-02,2012
619,-9452.0,Investments,2012-12-02,2012
8024,8094.0,Salary,2012-12-03,2012
9647,-9708.0,Leisure,2012-12-03,2012
2773,1878.0,Other,2012-12-05,2012
1761,-6248.0,Health Insurance,2012-12-06,2012
1865,-9707.0,Food,2012-12-07,2012
9019,-1194.0,Investments,2012-12-09,2012
5748,7805.0,Tips,2012-12-09,2012
2327,1370.0,Tips,2012-12-09,2012
4049,5880.0,Salary,2012-12-09,2012
5318,7372.0,Salary,2012-12-10,2012
8465,693.0,Salary,2012-12-10,2012
9428,7909.0,Other,2012-12-10,2012
7582,4151.0,Tips,2012-12-13,2012
4297,-7553.0,Investments,2012-12-13,2012
1722,7804.0,Tips,2012-12-15,2012
2061,-3682.0,Leisure,2012-12-16,2012
5995,458.0,Tips,2012-12-17,2012
4347,8326.0,Salary,2012-12-17,2012
6212,-8297.0,Investments,2012-12-17,2012
5121,9628.0,Tips,2012-12-17,2012
4983,2960.0,Tips,2012-12-18,2012
3083,-6305.0,Health Insurance,2012-12-19,2012
9680,-8190.0,Health Insurance,2012-12-19,2012
2060,-3290.0,Food,2012-12-19,2012
2880,2034.0,Tips,2012-12-21,2012
6835,5177.0,Tips,2012-12-21,2012
6763,5078.0,Salary,2012-12-24,2012
7495,5572.0,Other,2012-12-25,2012
8518,4702.0,Tips,2012-12-26,2012
8752,8441.0,Other,2012-12-27,2012
1124,927.0,Salary,2012-12-27,2012
616,-830.0,Groceries,2012-12-27,2012
2074,-6178.0,Investments,2012-12-28,2012
6764,4676.0,Salary,2012-12-29,2012
4349,-5717.0,Health Insurance,2012-12-30,2012
7127,-5743.0,Investments,2012-12-30,2012
9168,2932.0,Salary,2012-12-31,2012
3822,2243.0,Other,2012-12-31,2012
680,-3600.0,Groceries,2012-12-31,2012
9673,2510.0,Other,2013-01-01,2013
5678,-9230.0,Subscriptions,2013-01-01,2013
2131,-7291.0,Leisure,2013-01-03,2013
6608,921.0,Tips,2013-01-03,2013
1550,295.0,Tips,2013-01-03,2013
9617,-9227.0,Leisure,2013-01-03,2013
4955,8110.0,Salary,2013-01-04,2013
9560,5677.0,Other,2013-01-05,2013
9179,-4222.0,Subscriptions,2013-01-05,2013
4293,7356.0,Salary,2013-01-06,2013
3300,7620.0,Tips,2013-01-07,2013
4458,-7648.0,Subscriptions,2013-01-07,2013
855,-7904.0,Subscriptions,2013-01-08,2013
6248,2746.0,Other,2013-01-09,2013
4376,4616.0,Other,2013-01-09,2013
8763,3958.0,Salary,2013-01-09,2013
8547,-1173.0,Investments,2013-01-10,2013
318,7178.0,Salary,2013-01-11,2013
8492,-3207.0,Leisure,2013-01-11,2013
6719,-5319.0,Food,2013-01-11,2013
7052,-4855.0,Health Insurance,2013-01-12,2013
7159,2261.0,Tips,2013-01-12,2013
174,-1266.0,Food,2013-01-13,2013
2673,-4385.0,Groceries,2013-01-13,2013
6482,-9581.0,Investments,2013-01-15,2013
7326,-8399.0,Subscriptions,2013-01-16,2013
9993,3074.0,Salary,2013-01-17,2013
5943,6644.0,Salary,2013-01-17,2013
6134,5150.0,Salary,2013-01-19,2013
5258,9991.0,Salary,2013-01-20,2013
5394,-9816.0,Investments,2013-01-20,2013
8350,2498.0,Salary,2013-01-20,2013
3360,-3538.0,Health Insurance,2013-01-21,2013
6697,-1959.0,Groceries,2013-01-22,2013
4707,5303.0,Tips,2013-01-23,2013
4585,6427.0,Other,2013-01-23,2013
483,-9081.0,Groceries,2013-01-23,2013
9369,8999.0,Tips,2013-01-23,2013
1688,-9296.0,Subscriptions,2013-01-23,2013
7242,6563.0,Tips,2013-01-24,2013
3710,-6913.0,Food,2013-01-28,2013
6614,-1894.0,Groceries,2013-01-29,2013
5287,-9074.0,Health Insurance,2013-01-29,2013
6098,1304.0,Tips,2013-01-29,2013
440,867.0,Other,2013-01-31,2013
2782,3747.0,Salary,2013-01-31,2013
8265,9898.0,Salary,2013-02-01,2013
4050,1922.0,Other,2013-02-01,2013
1365,-9581.0,Leisure,2013-02-02,2013
9075,-8285.0,Investments,2013-02-04,2013
1619,4128.0,Salary,2013-02-05,2013
692,-7921.0,Leisure,2013-02-06,2013
6363,-4654.0,Food,2013-02-08,2013
5786,-2769.0,Groceries,2013-02-08,2013
4321,-9095.0,Investments,2013-02-11,2013
3318,1895.0,Tips,2013-02-12,2013
5167,-6051.0,Subscriptions,2013-02-12,2013
9892,3637.0,Salary,2013-02-14,2013
5741,-6370.0,Health Insurance,2013-02-15,2013
4362,2194.0,Tips,2013-02-18,2013
2396,3583.0,Tips,2013-02-20,2013
4888,-5929.0,Health Insurance,2013-02-22,2013
7610,-5117.0,Investments,2013-02-22,2013
8376,5272.0,Other,2013-02-23,2013
8056,6971.0,Other,2013-02-23,2013
8437,1433.0,Tips,2013-02-24,2013
6188,3961.0,Other,2013-02-25,2013
8710,-6606.0,Groceries,2013-02-25,2013
3521,-444.0,Leisure,2013-02-25,2013
1767,-5600.0,Food,2013-02-26,2013
7090,2024.0,Salary,2013-02-27,2013
1472,6712.0,Salary,2013-03-02,2013
385,9104.0,Other,2013-03-02,2013
8967,-6697.0,Leisure,2013-03-02,2013
6448,-8015.0,Groceries,2013-03-02,2013
3242,-421.0,Health Insurance,2013-03-03,2013
2283,-3734.0,Subscriptions,2013-03-03,2013
9684,-3136.0,Food,2013-03-03,2013
5596,-3832.0,Leisure,2013-03-04,2013
978,5681.0,Salary,2013-03-05,2013
9732,-9034.0,Health Insurance,2013-03-06,2013
474,-6948.0,Investments,2013-03-08,2013
9458,-3119.0,Food,2013-03-10,2013
2123,-1346.0,Leisure,2013-03-11,2013
1598,-8082.0,Investments,2013-03-11,2013
4335,2132.0,Tips,2013-03-14,2013
5947,-1188.0,Investments,2013-03-18,2013
3352,-7630.0,Health Insurance,2013-03-20,2013
1153,-8148.0,Subscriptions,2013-03-20,2013
1031,7269.0,Other,2013-03-21,2013
6272,8016.0,Salary,2013-03-21,2013
9432,4491.0,Tips,2013-03-25,2013
6328,4935.0,Other,2013-03-25,2013
7638,6272.0,Salary,2013-03-25,2013
9194,-2703.0,Investments,2013-03-27,2013
7494,-8443.0,Investments,2013-03-29,2013
9632,-474.0,Investments,2013-03-29,2013
5487,-4505.0,Groceries,2013-03-30,2013
6306,4824.0,Salary,2013-03-30,2013
3494,9296.0,Tips,2013-03-30,2013
4873,5436.0,Tips,2013-04-01,2013
4152,-4311.0,Food,2013-04-03,2013
377,-3377.0,Investments,2013-04-04,2013
4953,7093.0,Salary,2013-04-04,2013
6228,6938.0,Other,2013-04-05,2013
6295,-7755.0,Subscriptions,2013-04-05,2013
511,6569.0,Other,2013-04-05,2013
9277,-2198.0,Leisure,2013-04-08,2013
8806,9234.0,Tips,2013-04-08,2013
9390,-8566.0,Subscriptions,2013-04-09,2013
7580,1238.0,Salary,2013-04-09,2013
2798,6707.0,Tips,2013-04-12,2013
532,-7436.0,Health Insurance,2013-04-12,2013
7348,-7322.0,Food,2013-04-12,2013
2017,-6057.0,Food,2013-04-12,2013
8120,6465.0,Other,2013-04-13,2013
2042,4170.0,Tips,2013-04-13,2013
6005,6885.0,Salary,2013-04-13,2013
2839,-6257.0,Subscriptions,2013-04-14,2013
2740,2259.0,Other,2013-04-14,2013
4800,7951.0,Tips,2013-04-15,2013
1641,-272.0,Food,2013-04-16,2013
5904,-9441.0,Groceries,2013-04-16,2013
8370,-8887.0,Subscriptions,2013-04-18,2013
4766,-9772.0,Subscriptions,2013-04-19,2013
6782,-419.0,Subscriptions,2013-04-19,2013
4118,-214.0,Food,2013-04-20,2013
1249,478.0,Other,2013-04-21,2013
7524,-8100.0,Food,2013-04-22,2013
9267,-527.0,Investments,2013-04-23,2013
6426,3136.0,Other,2013-04-25,2013
7592,3173.0,Other,2013-04-25,2013
6570,-8684.0,Groceries,2013-04-26,2013
8159,-6397.0,Food,2013-04-27,2013
2546,8356.0,Other,2013-04-27,2013
7180,-8368.0,Investments,2013-04-28,2013
372,6717.0,Other,2013-04-28,2013
9994,4753.0,Tips,2013-04-28,2013
2161,927.0,Other,2013-04-30,2013
6097,9800.0,Tips,2013-05-01,2013
8321,-6721.0,Subscriptions,2013-05-01,2013
1787,-1556.0,Health Insurance,2013-05-02,2013
4198,-6946.0,Groceries,2013-05-03,2013
9781,3559.0,Tips,2013-05-04,2013
3277,-9905.0,Subscriptions,2013-05-04,2013
9860,-7205.0,Leisure,2013-05-04,2013
7589,-270.0,Leisure,2013-05-05,2013
7117,-7114.0,Investments,2013-05-06,2013
707,4112.0,Salary,2013-05-07,2013
863,3665.0,Tips,2013-05-08,2013
3368,-4922.0,Subscriptions,2013-05-08,2013
1077,-1679.0,Food,2013-05-09,2013
1025,-8855.0,Health Insurance,2013-05-10,2013
7455,-9563.0,Leisure,2013-05-10,2013
6277,-2214.0,Investments,2013-05-10,2013
6928,-8382.0,Health Insurance,2013-05-11,2013
5146,-1107.0,Leisure,2013-05-13,2013
40,1410.0,Other,2013-05-14,2013
1338,-1751.0,Food,2013-05-14,2013
5882,-2924.0,Subscriptions,2013-05-15,2013
9315,-4829.0,Food,2013-05-16,2013
1782,-5299.0,Health Insurance,2013-05-17,2013
157,-7743.0,Leisure,2013-05-17,2013
110,-2403.0,Food,2013-05-19,2013
5900,2167.0,Salary,2013-05-25,2013
2292,3562.0,Tips,2013-05-26,2013
3286,-5161.0,Food,2013-05-26,2013
5861,-9867.0,Leisure,2013-05-27,2013
224,-5507.0,Leisure,2013-05-28,2013
3882,7633.0,Other,2013-05-29,2013
8131,-1419.0,Health Insurance,2013-05-29,2013
6627,-7256.0,Health Insurance,2013-06-01,2013
2467,192.0,Other,2013-06-01,2013
5141,812.0,Other,2013-06-02,2013
4493,6846.0,Other,2013-06-02,2013
6350,-847.0,Health Insurance,2013-06-03,2013
1169,-3335.0,Investments,2013-06-03,2013
2005,5181.0,Other,2013-06-04,2013
2686,-4392.0,Investments,2013-06-06,2013
529,4849.0,Salary,2013-06-08,2013
9501,8967.0,Other,2013-06-11,2013
2323,-9946.0,Leisure,2013-06-11,2013
3543,-6145.0,Food,2013-06-15,2013
4085,3353.0,Tips,2013-06-15,2013
7038,895.0,Other,2013-06-16,2013
5664,-131.0,Groceries,2013-06-17,2013
2707,965.0,Salary,2013-06-19,2013
2625,-1463.0,Subscriptions,2013-06-19,2013
2285,1250.0,Other,2013-06-20,2013
9823,-9591.0,Food,2013-06-20,2013
5508,-3781.0,Investments,2013-06-21,2013
2629,-6496.0,Leisure,2013-06-21,2013
7148,8451.0,Tips,2013-06-23,2013
3517,-6939.0,Groceries,2013-06-23,2013
5829,-5207.0,Groceries,2013-06-24,2013
120,-9684.0,Investments,2013-06-24,2013
7475,9987.0,Tips,2013-06-25,2013
4592,1069.0,Other,2013-06-25,2013
9770,-4588.0,Food,2013-06-26,2013
1879,-6406.0,Investments,2013-06-28,2013
7743,228.0,Other,2013-06-28,2013
9535,9892.0,Salary,2013-06-30,2013
5894,-1348.0,Food,2013-06-30,2013
4039,-8766.0,Health Insurance,2013-06-30,2013
2145,-9315.0,Health Insurance,2013-06-30,2013
2309,6291.0,Salary,2013-06-30,2013
1725,-8040.0,Investments,2013-07-02,2013
6,-8776.0,Health Insurance,2013-07-03,2013
1013,-1175.0,Groceries,2013-07-03,2013
3697,-1648.0,Health Insurance,2013-07-04,2013
7926,1102.0,Other,2013-07-05,2013
7318,-7417.0,Investments,2013-07-05,2013
998,-5589.0,Subscriptions,2013-07-05,2013
5140,5639.0,Salary,2013-07-05,2013
4298,-1521.0,Leisure,2013-07-06,2013
659,-6117.0,Investments,2013-07-06,2013
3740,-8224.0,Food,2013-07-07,2013
9716,3298.0,Tips,2013-07-07,2013
2545,-6539.0,Subscriptions,2013-07-08,2013
7323,-7087.0,Investments,2013-07-08,2013
7020,7607.0,Salary,2013-07-09,2013
7569,-7294.0,Groceries,2013-07-10,2013
3820,-5395.0,Groceries,2013-07-10,2013
4882,6294.0,Salary,2013-07-10,2013
4868,-5032.0,Subscriptions,2013-07-12,2013
6931,7294.0,Other,2013-07-13,2013
3932,-9847.0,Leisure,2013-07-14,2013
9608,9742.0,Salary,2013-07-14,2013
353,-6204.0,Leisure,2013-07-15,2013
3852,1253.0,Salary,2013-07-16,2013
9322,-1970.0,Health Insurance,2013-07-16,2013
8177,7987.0,Salary,2013-07-16,2013
4279,8676.0,Salary,2013-07-16,2013
3939,-6818.0,Groceries,2013-07-17,2013
3917,5270.0,Salary,2013-07-17,2013
3110,-9942.0,Investments,2013-07-19,2013
228,2170.0,Tips,2013-07-20,2013
4301,3233.0,Salary,2013-07-20,2013
8187,-155.0,Food,2013-07-20,2013
2250,1013.0,Salary,2013-07-21,2013
9731,3170.0,Salary,2013-07-23,2013
7718,-351.0,Leisure,2013-07-24,2013
959,5068.0,Other,2013-07-24,2013
853,-6059.0,Leisure,2013-07-24,2013
7721,-1025.0,Leisure,2013-07-24,2013
3160,6994.0,Tips,2013-07-25,2013
9973,-442.0,Food,2013-07-26,2013
5241,-710.0,Health Insurance,2013-07-27,2013
4644,1742.0,Salary,2013-07-27,2013
455,838.0,Other,2013-07-27,2013
9469,2605.0,Other,2013-07-27,2013
9068,5736.0,Other,2013-07-28,2013
4053,-1640.0,Investments,2013-07-28,2013
7442,-9279.0,Leisure,2013-07-28,2013
2422,6599.0,Other,2013-07-30,2013
8771,-9469.0,Groceries,2013-07-30,2013
5589,3430.0,Tips,2013-07-31,2013
1334,-4041.0,Groceries,2013-08-01,2013
1115,4064.0,Salary,2013-08-02,2013
5049,-9595.0,Leisure,2013-08-02,2013
5053,-2912.0,Groceries,2013-08-03,2013
6465,1799.0,Tips,2013-08-04,2013
9504,-2419.0,Health Insurance,2013-08-05,2013
6709,6876.0,Salary,2013-08-05,2013
8875,6633.0,Tips,2013-08-06,2013
4936,-4715.0,Groceries,2013-08-06,2013
359,-4518.0,Health Insurance,2013-08-09,2013
2525,-2272.0,Leisure,2013-08-09,2013
547,1231.0,Salary,2013-08-10,2013
6836,9758.0,Other,2013-08-10,2013
18,-6572.0,Leisure,2013-08-11,2013
755,153.0,Salary,2013-08-11,2013
1606,609.0,Other,2013-08-12,2013
438,-1002.0,Leisure,2013-08-12,2013
3999,1606.0,Other,2013-08-12,2013
9782,471.0,Other,2013-08-13,2013
5093,-8937.0,Health Insurance,2013-08-13,2013
3291,-2729.0,Subscriptions,2013-08-16,2013
6618,5430.0,Other,2013-08-16,2013
6202,1582.0,Other,2013-08-16,2013
1737,-6656.0,Investments,2013-08-16,2013
2193,-7215.0,Health Insurance,2013-08-17,2013
8726,-3400.0,Leisure,2013-08-17,2013
8677,-5191.0,Groceries,2013-08-19,2013
4244,9453.0,Other,2013-08-19,2013
3557,-3919.0,Subscriptions,2013-08-20,2013
6806,9773.0,Salary,2013-08-20,2013
932,6260.0,Other,2013-08-20,2013
9568,2648.0,Salary,2013-08-22,2013
7654,-3652.0,Groceries,2013-08-24,2013
2608,-1946.0,Groceries,2013-08-26,2013
5859,-536.0,Leisure,2013-08-29,2013
5165,-3748.0,Groceries,2013-08-29,2013
8353,6278.0,Salary,2013-08-31,2013
2616,5723.0,Salary,2013-09-02,2013
758,-6807.0,Health Insurance,2013-09-03,2013
6985,3512.0,Salary,2013-09-06,2013
5681,-4581.0,Food,2013-09-07,2013
2769,-1642.0,Health Insurance,2013-09-08,2013
7841,5104.0,Other,2013-09-08,2013
5789,7671.0,Salary,2013-09-09,2013
9411,-8258.0,Food,2013-09-10,2013
89,-7454.0,Investments,2013-09-11,2013
2499,748.0,Salary,2013-09-15,2013
7837,3582.0,Other,2013-09-15,2013
6620,3123.0,Other,2013-09-17,2013
6796,6537.0,Salary,2013-09-17,2013
4219,-7076.0,Groceries,2013-09-19,2013
3462,-572.0,Investments,2013-09-23,2013
997,-3087.0,Subscriptions,2013-09-23,2013
4767,-1173.0,Investments,2013-09-23,2013
35,5923.0,Other,2013-09-24,2013
4694,-4116.0,Leisure,2013-09-24,2013
950,794.0,Other,2013-09-25,2013
2473,147.0,Other,2013-09-25,2013
3260,7586.0,Salary,2013-09-26,2013
640,-6159.0,Leisure,2013-09-27,2013
1855,9036.0,Other,2013-10-01,2013
8482,-1795.0,Investments,2013-10-02,2013
2227,-9017.0,Groceries,2013-10-02,2013
6121,-2980.0,Investments,2013-10-03,2013
336,-8343.0,Groceries,2013-10-03,2013
4225,4470.0,Tips,2013-10-03,2013
7288,514.0,Tips,2013-10-04,2013
1113,-574.0,Subscriptions,2013-10-04,2013
4640,5827.0,Other,2013-10-05,2013
1481,8346.0,Tips,2013-10-06,2013
2925,3402.0,Salary,2013-10-07,2013
8576,-3168.0,Investments,2013-10-07,2013
1290,-2765.0,Investments,2013-10-08,2013
7174,9096.0,Salary,2013-10-08,2013
9890,-4082.0,Leisure,2013-10-09,2013
4357,5190.0,Salary,2013-10-10,2013
4848,721.0,Tips,2013-10-10,2013
4589,1899.0,Tips,2013-10-10,2013
6335,488.0,Other,2013-10-11,2013
5488,-7508.0,Leisure,2013-10-11,2013
9950,3129.0,Salary,2013-10-12,2013
5090,-6078.0,Investments,2013-10-12,2013
6769,-5519.0,Leisure,2013-10-13,2013
7967,9874.0,Tips,2013-10-17,2013
4136,1736.0,Other,2013-10-17,2013
4981,9564.0,Salary,2013-10-18,2013
664,416.0,Other,2013-10-18,2013
7764,4220.0,Salary,2013-10-18,2013
1903,5552.0,Tips,2013-10-19,2013
6945,2618.0,Salary,2013-10-19,2013
1265,-1109.0,Health Insurance,2013-10-21,2013
9678,-3760.0,Investments,2013-10-23,2013
6669,-1322.0,Investments,2013-10-24,2013
1173,-4695.0,Subscriptions,2013-10-26,2013
5327,-4502.0,Health Insurance,2013-10-30,2013
8689,-7737.0,Leisure,2013-10-30,2013
4110,-2020.0,Investments,2013-10-30,2013
213,-5940.0,Investments,2013-10-31,2013
6941,-5726.0,Health Insurance,2013-10-31,2013
8598,-6779.0,Food,2013-10-31,2013
9133,327.0,Tips,2013-11-01,2013
2991,9335.0,Salary,2013-11-02,2013
6861,9191.0,Salary,2013-11-03,2013
735,4243.0,Salary,2013-11-03,2013
8299,-8681.0,Subscriptions,2013-11-04,2013
1655,8313.0,Other,2013-11-04,2013
8486,-6034.0,Health Insurance,2013-11-05,2013
77,293.0,Other,2013-11-05,2013
323,7442.0,Other,2013-11-05,2013
5328,3028.0,Tips,2013-11-05,2013
5069,7837.0,Salary,2013-11-05,2013
4702,-1336.0,Investments,2013-11-06,2013
3736,-3431.0,Health Insurance,2013-11-07,2013
1573,-2244.0,Food,2013-11-07,2013
1871,-5630.0,Groceries,2013-11-07,2013
819,2786.0,Salary,2013-11-08,2013
3981,-9625.0,Leisure,2013-11-08,2013
7104,8559.0,Tips,2013-11-09,2013
4499,1704.0,Salary,2013-11-10,2013
1844,2707.0,Tips,2013-11-11,2013
5183,6070.0,Tips,2013-11-11,2013
1404,-3199.0,Leisure,2013-11-11,2013
9115,-5550.0,Leisure,2013-11-13,2013
4861,7530.0,Tips,2013-11-13,2013
7833,-1159.0,Subscriptions,2013-11-14,2013
8955,4467.0,Tips,2013-11-14,2013
6651,-7755.0,Health Insurance,2013-11-15,2013
5384,-3447.0,Investments,2013-11-15,2013
8291,-2701.0,Leisure,2013-11-15,2013
3534,-5203.0,Food,2013-11-15,2013
4665,-4311.0,Subscriptions,2013-11-15,2013
5370,769.0,Other,2013-11-17,2013
1120,-134.0,Investments,2013-11-19,2013
6057,-386.0,Groceries,2013-11-19,2013
2032,-7214.0,Health Insurance,2013-11-20,2013
3222,-3193.0,Health Insurance,2013-11-22,2013
2872,-6586.0,Investments,2013-11-22,2013
685,-602.0,Investments,2013-11-22,2013
8535,1962.0,Tips,2013-11-24,2013
6226,2684.0,Other,2013-11-24,2013
2299,4475.0,Other,2013-11-25,2013
4517,-3399.0,Groceries,2013-11-27,2013
79,-9906.0,Groceries,2013-11-27,2013
5994,-4908.0,Groceries,2013-11-27,2013
6412,5356.0,Salary,2013-11-28,2013
6186,-6308.0,Investments,2013-11-28,2013
2905,-515.0,Leisure,2013-11-28,2013
5920,5325.0,Other,2013-12-01,2013
6216,7218.0,Salary,2013-12-01,2013
8989,8761.0,Tips,2013-12-01,2013
4144,9164.0,Other,2013-12-01,2013
3671,-4869.0,Groceries,2013-12-03,2013
3031,-6624.0,Food,2013-12-05,2013
746,-3143.0,Investments,2013-12-06,2013
6775,-8556.0,Food,2013-12-06,2013
6983,2674.0,Salary,2013-12-07,2013
3608,951.0,Tips,2013-12-12,2013
6418,-8488.0,Leisure,2013-12-13,2013
9478,-3958.0,Groceries,2013-12-15,2013
2658,2835.0,Other,2013-12-15,2013
3664,7974.0,Tips,2013-12-16,2013
5566,-9257.0,Leisure,2013-12-16,2013
804,-6948.0,Leisure,2013-12-18,2013
6056,440.0,Tips,2013-12-18,2013
5233,-7663.0,Health Insurance,2013-12-20,2013
4786,5307.0,Tips,2013-12-20,2013
5524,-7240.0,Food,2013-12-20,2013
5734,-4574.0,Leisure,2013-12-25,2013
8033,4262.0,Salary,2013-12-27,2013
5647,4216.0,Other,2013-12-28,2013
4031,-9139.0,Subscriptions,2013-12-28,2013
8346,-2188.0,Groceries,2013-12-28,2013
9573,1654.0,Other,2013-12-28,2013
92,-4333.0,Groceries,2013-12-28,2013
2057,4813.0,Other,2013-12-31,2013
6927,7240.0,Tips,2014-01-04,2014
4741,-8029.0,Leisure,2014-01-04,2014
6575,7737.0,Tips,2014-01-05,2014
3896,-2144.0,Health Insurance,2014-01-05,2014
9633,-6516.0,Food,2014-01-06,2014
2318,-3239.0,Food,2014-01-06,2014
5954,7445.0,Salary,2014-01-06,2014
4604,4794.0,Salary,2014-01-07,2014
4513,2360.0,Tips,2014-01-09,2014
5127,-8867.0,Leisure,2014-01-09,2014
8785,1846.0,Salary,2014-01-10,2014
4308,4274.0,Other,2014-01-11,2014
3983,7055.0,Salary,2014-01-12,2014
8582,7479.0,Tips,2014-01-13,2014
2144,-181.0,Health Insurance,2014-01-14,2014
1287,4444.0,Other,2014-01-14,2014
2389,-9818.0,Food,2014-01-15,2014
5478,1131.0,Other,2014-01-15,2014
4283,-7360.0,Groceries,2014-01-15,2014
7387,-7356.0,Investments,2014-01-15,2014
7877,6259.0,Other,2014-01-17,2014
6372,9261.0,Other,2014-01-18,2014
8044,7126.0,Salary,2014-01-18,2014
7352,7108.0,Tips,2014-01-21,2014
7031,6501.0,Salary,2014-01-21,2014
6478,5821.0,Other,2014-01-24,2014
4281,3777.0,Salary,2014-01-24,2014
4742,8941.0,Salary,2014-01-27,2014
8127,-1349.0,Health Insurance,2014-01-28,2014
9638,4562.0,Tips,2014-01-28,2014
877,-5879.0,Subscriptions,2014-01-29,2014
6905,-3095.0,Health Insurance,2014-01-30,2014
9197,-7509.0,Subscriptions,2014-01-31,2014
9475,-1364.0,Groceries,2014-01-31,2014
6756,8931.0,Salary,2014-01-31,2014
3304,-3849.0,Food,2014-02-01,2014
4318,-9519.0,Food,2014-02-02,2014
523,8418.0,Tips,2014-02-02,2014
9728,-2524.0,Leisure,2014-02-04,2014
4011,2467.0,Tips,2014-02-04,2014
5268,-7094.0,Leisure,2014-02-06,2014
124,-3169.0,Subscriptions,2014-02-06,2014
4239,4245.0,Other,2014-02-08,2014
2533,7667.0,Tips,2014-02-08,2014
4959,-7027.0,Health Insurance,2014-02-08,2014
2719,-9564.0,Investments,2014-02-09,2014
645,-4575.0,Leisure,2014-02-09,2014
5684,-9823.0,Health Insurance,2014-02-09,2014
4684,-7674.0,Leisure,2014-02-09,2014
9234,7601.0,Other,2014-02-10,2014
836,8709.0,Salary,2014-02-10,2014
150,-3463.0,Food,2014-02-13,2014
6403,1584.0,Other,2014-02-15,2014
2681,9707.0,Salary,2014-02-15,2014
5896,2098.0,Tips,2014-02-15,2014
1770,1483.0,Tips,2014-02-15,2014
3253,-785.0,Food,2014-02-16,2014
7530,-9352.0,Food,2014-02-18,2014
8059,5875.0,Tips,2014-02-20,2014
4009,7979.0,Salary,2014-02-21,2014
3913,-8345.0,Subscriptions,2014-02-22,2014
2720,6523.0,Tips,2014-02-25,2014
8843,-701.0,Investments,2014-02-25,2014
3292,-2618.0,Groceries,2014-02-26,2014
5640,-481.0,Health Insurance,2014-02-27,2014
5501,-7960.0,Food,2014-02-27,2014
3058,-894.0,Health Insurance,2014-02-27,2014
606,-3854.0,Subscriptions,2014-02-28,2014
6977,1797.0,Tips,2014-02-28,2014
2153,-3265.0,Leisure,2014-03-01,2014
8883,-2957.0,Leisure,2014-03-05,2014
4601,7884.0,Other,2014-03-05,2014
5452,-6676.0,Groceries,2014-03-05,2014
4337,-8800.0,Food,2014-03-05,2014
2178,-4619.0,Subscriptions,2014-03-06,2014
8236,686.0,Salary,2014-03-06,2014
5299,-8478.0,Health Insurance,2014-03-07,2014
3449,3856.0,Salary,2014-03-08,2014
7670,-5912.0,Leisure,2014-03-10,2014
1146,4338.0,Other,2014-03-10,2014
5870,-5670.0,Investments,2014-03-10,2014
22,2285.0,Other,2014-03-11,2014
1425,-5582.0,Health Insurance,2014-03-13,2014
2763,-4411.0,Subscriptions,2014-03-13,2014
2453,4146.0,Salary,2014-03-14,2014
4179,294.0,Other,2014-03-15,2014
5580,-9783.0,Subscriptions,2014-03-16,2014
9612,-4428.0,Subscriptions,2014-03-16,2014
2717,1047.0,Salary,2014-03-17,2014
9017,-9504.0,Food,2014-03-18,2014
139,-1143.0,Food,2014-03-19,2014
5157,9601.0,Tips,2014-03-20,2014
6491,-1023.0,Leisure,2014-03-21,2014
8712,-8666.0,Leisure,2014-03-22,2014
6099,9692.0,Other,2014-03-23,2014
2748,6349.0,Salary,2014-03-25,2014
2855,991.0,Salary,2014-03-25,2014
9998,7287.0,Tips,2014-03-26,2014
6290,-7970.0,Groceries,2014-03-27,2014
681,-9573.0,Subscriptions,2014-03-28,2014
3986,-6610.0,Food,2014-03-28,2014
6133,-5342.0,Health Insurance,2014-03-30,2014
2887,3680.0,Other,2014-03-31,2014
4918,-1803.0,Health Insurance,2014-04-01,2014
6731,2048.0,Salary,2014-04-01,2014
3883,8045.0,Tips,2014-04-02,2014
6213,-7354.0,Food,2014-04-03,2014
7400,-9781.0,Leisure,2014-04-03,2014
6377,-7413.0,Investments,2014-04-07,2014
8521,8906.0,Other,2014-04-07,2014
1873,6321.0,Tips,2014-04-09,2014
8481,-4177.0,Food,2014-04-11,2014
3459,2878.0,Salary,2014-04-12,2014
4141,2053.0,Tips,2014-04-13,2014
1079,1706.0,Other,2014-04-15,2014
8530,5897.0,Salary,2014-04-15,2014
2921,-7745.0,Food,2014-04-15,2014
4430,2581.0,Salary,2014-04-17,2014
8630,-1734.0,Investments,2014-04-19,2014
4474,-7184.0,Food,2014-04-20,2014
1391,-1726.0,Subscriptions,2014-04-20,2014
6273,-7935.0,Subscriptions,2014-04-22,2014
5198,-5045.0,Investments,2014-04-22,2014
1878,-884.0,Groceries,2014-04-23,2014
6589,-4553.0,Leisure,2014-04-23,2014
6880,-9731.0,Food,2014-04-23,2014
1741,8728.0,Tips,2014-04-24,2014
4887,-6484.0,Subscriptions,2014-04-25,2014
3548,-5256.0,Health Insurance,2014-04-26,2014
3044,7744.0,Salary,2014-04-28,2014
3742,-5185.0,Health Insurance,2014-04-29,2014
6896,412.0,Other,2014-04-29,2014
4214,6381.0,Salary,2014-04-30,2014
7056,7965.0,Other,2014-05-01,2014
4748,-760.0,Leisure,2014-05-04,2014
6116,9605.0,Salary,2014-05-04,2014
