reference,amount,type,date
4187,3532.0,Other,2012-06-10
9926,-8763.0,Leisure,2012-06-10
6113,-7924.0,Leisure,2012-06-11
667,1078.0,Salary,2012-06-11
3809,-5723.0,Groceries,2012-06-11
9867,-8281.0,Health Insurance,2012-06-12
4528,6728.0,Other,2012-06-12
7975,-8776.0,Leisure,2012-06-12
81,-9722.0,Food,2012-06-13
9183,11.0,Other,2012-06-13
5734,-1019.0,Health Insurance,2012-06-13
7230,-1635.0,Groceries,2012-06-14
7844,-7054.0,Investments,2012-06-14
414,7949.0,Tips,2012-06-15
4125,7457.0,Other,2012-06-15
3618,-4705.0,Subscriptions,2012-06-16
7334,-1582.0,Groceries,2012-06-16
3460,-5099.0,Subscriptions,2012-06-16
7498,7040.0,Tips,2012-06-16
8940,-9249.0,Leisure,2012-06-16
4986,-6922.0,Leisure,2012-06-16
4210,-8652.0,Leisure,2012-06-17
9931,8503.0,Tips,2012-06-17
5782,-8753.0,Investments,2012-06-17
3256,3936.0,Tips,2012-06-18
3187,-5110.0,Groceries,2012-06-19
1165,8385.0,Salary,2012-06-19
588,1619.0,Salary,2012-06-19
7258,2876.0,Salary,2012-06-19
7732,1241.0,Salary,2012-06-20
8607,6223.0,Salary,2012-06-21
4906,5221.0,Other,2012-06-21
4248,-8929.0,Groceries,2012-06-21
4076,950.0,Salary,2012-06-22
1413,5796.0,Other,2012-06-24
7618,3285.0,Tips,2012-06-24
2750,-443.0,Investments,2012-06-24
812,-257.0,Groceries,2012-06-25
5877,2491.0,Salary,2012-06-25
6114,7862.0,Tips,2012-06-26
5853,2604.0,Tips,2012-06-26
3933,2872.0,Salary,2012-06-27
608,2474.0,Other,2012-06-27
8771,2907.0,Tips,2012-06-28
2698,-1843.0,Groceries,2012-06-29
5638,-6312.0,Food,2012-06-29
4062,-4693.0,Subscriptions,2012-06-29
4391,-2145.0,Groceries,2012-06-29
8981,-1785.0,Investments,2012-06-29
9641,2030.0,Other,2012-06-29
9258,-5577.0,Subscriptions,2012-06-29
4259,7247.0,Salary,2012-06-30
9071,-1052.0,Health Insurance,2012-07-01
6133,-3427.0,Groceries,2012-07-01
1089,-1529.0,Subscriptions,2012-07-01
6909,7905.0,Other,2012-07-02
8225,5662.0,Tips,2012-07-02
3857,2227.0,Tips,2012-07-02
9989,-2986.0,Subscriptions,2012-07-02
505,-9152.0,Health Insurance,2012-07-03
5560,-2607.0,Food,2012-07-03
6479,7011.0,Tips,2012-07-03
2878,2784.0,Other,2012-07-04
9594,6800.0,Tips,2012-07-04
5635,-9133.0,Food,2012-07-05
5097,-7208.0,Health Insurance,2012-07-05
98,-649.0,Leisure,2012-07-05
1806,-2975.0,Investments,2012-07-06
5892,1464.0,Other,2012-07-06
8400,2120.0,Tips,2012-07-07
9672,2886.0,Other,2012-07-07
8407,-531.0,Leisure,2012-07-07
1516,5609.0,Other,2012-07-08
9085,-1480.0,Food,2012-07-08
2603,3864.0,Tips,2012-07-09
5021,-6348.0,Health Insurance,2012-07-09
8659,662.0,Other,2012-07-10
5262,6056.0,Tips,2012-07-10
8093,-5393.0,Leisure,2012-07-10
656,-806.0,Investments,2012-07-10
852,2642.0,Salary,2012-07-10
5479,-8327.0,Food,2012-07-11
4002,-887.0,Subscriptions,2012-07-12
343,-1650.0,Health Insurance,2012-07-13
6019,-4465.0,Subscriptions,2012-07-13
7662,-5033.0,Leisure,2012-07-13
5350,-5489.0,Health Insurance,2012-07-13
5995,3876.0,Other,2012-07-14
6357,5588.0,Other,2012-07-15
7377,3500.0,Other,2012-07-16
1105,-3870.0,Subscriptions,2012-07-16
265,-6350.0,Health Insurance,2012-07-16
2381,-2819.0,Health Insurance,2012-07-17
2073,-6389.0,Leisure,2012-07-17
8097,4608.0,Other,2012-07-17
6227,-5844.0,Leisure,2012-07-18
4013,4356.0,Salary,2012-07-18
77,-5959.0,Investments,2012-07-18
5760,-7255.0,Investments,2012-07-19
6516,-5056.0,Investments,2012-07-19
4591,-397.0,Leisure,2012-07-21
3471,-796.0,Investments,2012-07-21
3350,2498.0,Other,2012-07-21
215,5176.0,Salary,2012-07-21
3973,9483.0,Salary,2012-07-22
5139,3240.0,Tips,2012-07-22
8016,5508.0,Other,2012-07-22
449,-757.0,Groceries,2012-07-22
7299,6041.0,Other,2012-07-22
1988,-8416.0,Investments,2012-07-22
3365,-8860.0,Food,2012-07-23
7367,86.0,Other,2012-07-23
3284,-5225.0,Subscriptions,2012-07-25
2654,601.0,Other,2012-07-25
3032,6552.0,Tips,2012-07-25
605,4504.0,Salary,2012-07-26
116,3825.0,Salary,2012-07-27
8688,9982.0,Other,2012-07-27
7628,8359.0,Tips,2012-07-27
3539,-2298.0,Food,2012-07-28
7308,-848.0,Subscriptions,2012-07-29
9599,-2381.0,Subscriptions,2012-07-31
1591,-542.0,Health Insurance,2012-07-31
2165,-3412.0,Health Insurance,2012-07-31
8629,-5002.0,Subscriptions,2012-07-31
3902,-5378.0,Groceries,2012-08-01
4946,6923.0,Tips,2012-08-01
1919,6152.0,Salary,2012-08-01
4659,6368.0,Salary,2012-08-02
3532,188.0,Tips,2012-08-02
6301,642.0,Tips,2012-08-02
6833,-9495.0,Groceries,2012-08-02
4211,3151.0,Tips,2012-08-03
2043,-4602.0,Leisure,2012-08-03
2250,4195.0,Other,2012-08-03
6444,-3017.0,Groceries,2012-08-04
3657,8145.0,Salary,2012-08-04
3071,-5499.0,Groceries,2012-08-04
4048,-7350.0,Leisure,2012-08-05
1110,-3348.0,Subscriptions,2012-08-05
4913,-7471.0,Investments,2012-08-05
9337,9987.0,Tips,2012-08-06
3834,6240.0,Tips,2012-08-06
2744,-431.0,Groceries,2012-08-06
7103,-7134.0,Food,2012-08-06
5671,3990.0,Salary,2012-08-07
9669,1815.0,Salary,2012-08-07
3603,8688.0,Salary,2012-08-07
3665,1567.0,Tips,2012-08-08
826,-5265.0,Leisure,2012-08-08
9682,360.0,Other,2012-08-08
8658,-9098.0,Food,2012-08-10
2172,-9130.0,Health Insurance,2012-08-11
988,-885.0,Subscriptions,2012-08-11
7361,-1109.0,Investments,2012-08-12
2323,-875.0,Food,2012-08-12
5549,-5993.0,Food,2012-08-13
674,-4915.0,Subscriptions,2012-08-14
1851,6492.0,Salary,2012-08-15
7035,-1405.0,Health Insurance,2012-08-15
277,4341.0,Tips,2012-08-15
6366,-966.0,Health Insurance,2012-08-16
8191,5698.0,Tips,2012-08-16
3021,4017.0,Salary,2012-08-17
7313,-6334.0,Food,2012-08-17
4693,3429.0,Salary,2012-08-17
34,5327.0,Salary,2012-08-17
2902,-5616.0,Investments,2012-08-17
8666,6820.0,Salary,2012-08-18
224,7016.0,Salary,2012-08-18
4065,8381.0,Other,2012-08-18
2286,8696.0,Salary,2012-08-20
3157,3835.0,Tips,2012-08-20
8917,2415.0,Other,2012-08-20
9041,-8415.0,Investments,2012-08-21
7414,5006.0,Tips,2012-08-21
2795,6134.0,Salary,2012-08-21
4578,9940.0,Tips,2012-08-22
186,6020.0,Tips,2012-08-22
6497,9057.0,Salary,2012-08-22
3696,-8024.0,Leisure,2012-08-22
120,-493.0,Groceries,2012-08-23
9206,7972.0,Tips,2012-08-23
4731,344.0,Other,2012-08-23
9171,6979.0,Tips,2012-08-23
6416,9528.0,Tips,2012-08-24
9470,-8683.0,Health Insurance,2012-08-25
4756,-6658.0,Subscriptions,2012-08-25
6710,-460.0,Groceries,2012-08-25
8973,6048.0,Tips,2012-08-25
4865,-3369.0,Investments,2012-08-26
2065,2459.0,Other,2012-08-26
4704,-2230.0,Investments,2012-08-26
5824,-2523.0,Investments,2012-08-26
3825,1806.0,Tips,2012-08-27
4008,6259.0,Other,2012-08-27
5644,-5411.0,Groceries,2012-08-28
2545,-1012.0,Groceries,2012-08-29
5944,-5832.0,Leisure,2012-08-29
2271,472.0,Tips,2012-08-29
2021,6146.0,Tips,2012-08-30
4980,8878.0,Tips,2012-09-01
1587,5338.0,Salary,2012-09-01
6947,9209.0,Tips,2012-09-01
2302,8902.0,Salary,2012-09-01
4354,-9562.0,Leisure,2012-09-01
4301,4780.0,Salary,2012-09-02
7827,9146.0,Salary,2012-09-03
7619,-9921.0,Health Insurance,2012-09-03
7454,8422.0,Tips,2012-09-04
2229,5782.0,Other,2012-09-05
7964,7960.0,Salary,2012-09-05
470,-7539.0,Health Insurance,2012-09-05
8056,-1896.0,Subscriptions,2012-09-07
854,-8011.0,Food,2012-09-07
7514,-2076.0,Leisure,2012-09-07
7955,5907.0,Salary,2012-09-08
497,-2748.0,Health Insurance,2012-09-08
6274,9100.0,Tips,2012-09-09
6842,8879.0,Tips,2012-09-09
1637,9342.0,Salary,2012-09-09
9394,8332.0,Other,2012-09-10
8999,770.0,Other,2012-09-10
1888,9673.0,Tips,2012-09-10
9273,-1803.0,Food,2012-09-10
3636,8269.0,Other,2012-09-11
7243,5119.0,Salary,2012-09-11
5212,-7458.0,Groceries,2012-09-11
8395,-2751.0,Health Insurance,2012-09-12
4667,1823.0,Other,2012-09-12
9514,-3998.0,Leisure,2012-09-13
5137,-2277.0,Investments,2012-09-13
7379,532.0,Tips,2012-09-14
9541,9906.0,Other,2012-09-14
6041,-831.0,Food,2012-09-14
7127,-1896.0,Subscriptions,2012-09-14
9832,-739.0,Leisure,2012-09-15
6291,6563.0,Tips,2012-09-15
1662,6143.0,Other,2012-09-15
8071,580.0,Tips,2012-09-16
2947,6974.0,Tips,2012-09-16
2771,3481.0,Salary,2012-09-16
1912,2364.0,Other,2012-09-16
8988,4961.0,Tips,2012-09-16
9511,8515.0,Tips,2012-09-16
2680,-2729.0,Subscriptions,2012-09-16
402,9062.0,Other,2012-09-16
7033,-4458.0,Leisure,2012-09-16
9637,6180.0,Salary,2012-09-17
4316,4713.0,Other,2012-09-17
5227,316.0,Salary,2012-09-17
4295,-8292.0,Subscriptions,2012-09-17
7985,107.0,Salary,2012-09-17
1857,5465.0,Other,2012-09-20
1752,7585.0,Other,2012-09-20
6210,-1184.0,Health Insurance,2012-09-20
2134,-9066.0,Investments,2012-09-20
6577,-4146.0,Leisure,2012-09-21
1922,-2540.0,Health Insurance,2012-09-21
6344,5911.0,Tips,2012-09-22
4516,3790.0,Salary,2012-09-22
6322,1429.0,Other,2012-09-22
5687,-9908.0,Leisure,2012-09-23
8732,-8414.0,Groceries,2012-09-23
3660,4881.0,Other,2012-09-23
3162,4550.0,Tips,2012-09-24
1655,1454.0,Tips,2012-09-24
7884,-2576.0,Leisure,2012-09-25
3958,-3343.0,Subscriptions,2012-09-25
9178,3495.0,Other,2012-09-25
1135,8596.0,Salary,2012-09-25
7677,-3215.0,Investments,2012-09-25
5482,6598.0,Salary,2012-09-25
5383,-9185.0,Groceries,2012-09-26
4047,301.0,Salary,2012-09-27
6139,6117.0,Other,2012-09-27
928,6618.0,Tips,2012-09-27
6002,-8646.0,Health Insurance,2012-09-27
7029,6428.0,Salary,2012-09-27
8230,-2610.0,Leisure,2012-09-28
392,-4248.0,Leisure,2012-09-28
5894,-240.0,Food,2012-09-29
3817,-1046.0,Investments,2012-09-30
4800,-3394.0,Groceries,2012-09-30
6509,-5616.0,Leisure,2012-09-30
1587,9913.0,Tips,2012-09-30
7928,-5490.0,Leisure,2012-09-30
6748,3309.0,Salary,2012-09-30
7799,-4040.0,Subscriptions,2012-10-01
4927,-1265.0,Groceries,2012-10-01
3457,3794.0,Salary,2012-10-01
2150,-8305.0,Groceries,2012-10-01
6328,-7340.0,Leisure,2012-10-02
4950,-851.0,Food,2012-10-02
2524,6112.0,Tips,2012-10-02
9795,9094.0,Salary,2012-10-03
6359,637.0,Salary,2012-10-03
1013,-3457.0,Leisure,2012-10-04
6215,-833.0,Subscriptions,2012-10-05
5155,-1152.0,Food,2012-10-06
5581,-1738.0,Health Insurance,2012-10-07
7482,-3627.0,Subscriptions,2012-10-08
4351,-1630.0,Subscriptions,2012-10-08
4534,145.0,Other,2012-10-08
5124,-1360.0,Food,2012-10-08
2220,-8487.0,Health Insurance,2012-10-09
3592,3319.0,Salary,2012-10-09
2843,6569.0,Tips,2012-10-09
6530,-3311.0,Investments,2012-10-09
7234,-5346.0,Subscriptions,2012-10-11
1663,-8043.0,Investments,2012-10-11
248,-5921.0,Groceries,2012-10-11
9700,426.0,Salary,2012-10-11
6121,2985.0,Other,2012-10-12
1799,-1213.0,Leisure,2012-10-12
6981,6119.0,Salary,2012-10-12
8652,3500.0,Tips,2012-10-12
8722,-2429.0,Subscriptions,2012-10-13
8591,561.0,Other,2012-10-13
2126,-8731.0,Health Insurance,2012-10-13
4988,-3964.0,Food,2012-10-13
7981,3266.0,Other,2012-10-14
2366,-6493.0,Subscriptions,2012-10-14
8158,-8462.0,Health Insurance,2012-10-15
4580,7439.0,Tips,2012-10-15
5416,6227.0,Salary,2012-10-15
7210,147.0,Other,2012-10-15
5839,3063.0,Tips,2012-10-15
8709,9329.0,Salary,2012-10-16
8436,418.0,Tips,2012-10-16
4918,3095.0,Tips,2012-10-17
5679,-3270.0,Health Insurance,2012-10-17
3477,8770.0,Salary,2012-10-17
4553,-3118.0,Subscriptions,2012-10-17
4762,-7329.0,Investments,2012-10-19
2417,-7114.0,Food,2012-10-19
3096,8299.0,Tips,2012-10-20
5014,-1322.0,Leisure,2012-10-20
8930,6478.0,Tips,2012-10-20
4114,-3167.0,Food,2012-10-21
8965,-5413.0,Groceries,2012-10-21
9921,9235.0,Tips,2012-10-21
4289,5259.0,Other,2012-10-21
9328,-2550.0,Investments,2012-10-22
4781,-4464.0,Food,2012-10-22
3504,5470.0,Tips,2012-10-23
1987,547.0,Other,2012-10-23
5732,-642.0,Health Insurance,2012-10-23
3529,885.0,Salary,2012-10-23
4223,139.0,Tips,2012-10-24
5761,-8616.0,Health Insurance,2012-10-24
3014,-951.0,Health Insurance,2012-10-24
3575,-4427.0,Subscriptions,2012-10-25
1224,2717.0,Tips,2012-10-25
1681,-8953.0,Subscriptions,2012-10-25
157,-8377.0,Leisure,2012-10-27
2690,5552.0,Other,2012-10-27
9043,-9918.0,Investments,2012-10-27
3542,-1126.0,Leisure,2012-10-27
9781,-1014.0,Leisure,2012-10-28
7670,9872.0,Tips,2012-10-28
2896,-783.0,Subscriptions,2012-10-28
7887,8570.0,Other,2012-10-29
8817,8420.0,Other,2012-10-29
6407,9163.0,Salary,2012-10-29
4542,-1118.0,Health Insurance,2012-10-29
4171,1954.0,Salary,2012-10-29
6800,-1810.0,Investments,2012-10-30
7533,-9250.0,Subscriptions,2012-10-31
2471,-8204.0,Health Insurance,2012-11-01
6104,-2590.0,Subscriptions,2012-11-02
3557,7695.0,Other,2012-11-02
5379,-7823.0,Investments,2012-11-02
445,9776.0,Tips,2012-11-03
4091,4005.0,Other,2012-11-03
6068,-4249.0,Leisure,2012-11-03
7551,6723.0,Tips,2012-11-03
8136,431.0,Salary,2012-11-04
6751,-5987.0,Health Insurance,2012-11-04
3519,4261.0,Other,2012-11-05
4205,6719.0,Tips,2012-11-05
3139,3824.0,Tips,2012-11-05
6203,-1806.0,Food,2012-11-06
9818,8785.0,Other,2012-11-06
291,4665.0,Other,2012-11-07
4965,-8846.0,Subscriptions,2012-11-07
7735,-422.0,Groceries,2012-11-07
9113,279.0,Salary,2012-11-08
6427,5867.0,Other,2012-11-08
4769,5739.0,Salary,2012-11-08
5143,4053.0,Salary,2012-11-09
5303,-7992.0,Leisure,2012-11-10
8589,6361.0,Other,2012-11-10
6570,114.0,Other,2012-11-11
5401,928.0,Other,2012-11-11
6480,6017.0,Other,2012-11-11
3948,-6892.0,Investments,2012-11-11
2689,1406.0,Other,2012-11-12
3466,-6760.0,Food,2012-11-13
2618,6445.0,Salary,2012-11-14
5342,-208.0,Subscriptions,2012-11-14
8372,4471.0,Other,2012-11-15
107,-8570.0,Food,2012-11-19
1483,2159.0,Salary,2012-11-19
9551,-3440.0,Leisure,2012-11-19
7808,-1506.0,Food,2012-11-19
4592,4035.0,Tips,2012-11-20
1790,-2953.0,Subscriptions,2012-11-20
6841,-1349.0,Food,2012-11-20
8752,-6503.0,Leisure,2012-11-20
6017,-3986.0,Health Insurance,2012-11-21
4400,5828.0,Tips,2012-11-22
5759,5737.0,Salary,2012-11-22
5942,6690.0,Salary,2012-11-22
9634,631.0,Other,2012-11-22
326,2624.0,Other,2012-11-22
3283,6217.0,Salary,2012-11-24
2269,-9514.0,Groceries,2012-11-24
6973,783.0,Tips,2012-11-25
3781,4546.0,Tips,2012-11-25
5406,-2125.0,Leisure,2012-11-25
1865,6816.0,Tips,2012-11-26
3070,-7392.0,Health Insurance,2012-11-26
8111,1558.0,Other,2012-11-26
8766,8158.0,Other,2012-11-26
2030,-27.0,Food,2012-11-27
9974,-9588.0,Food,2012-11-29
2741,728.0,Other,2012-11-29
4385,-780.0,Health Insurance,2012-11-29
5452,7476.0,Tips,2012-11-29
9507,-6553.0,Health Insurance,2012-12-01
3405,5548.0,Other,2012-12-01
5646,-1997.0,Food,2012-12-02
6703,-9232.0,Health Insurance,2012-12-02
6052,-3742.0,Health Insurance,2012-12-03
8918,8185.0,Other,2012-12-03
5301,1894.0,Other,2012-12-03
7083,-5016.0,Investments,2012-12-03
6750,112.0,Salary,2012-12-03
8782,170.0,Tips,2012-12-04
2617,-355.0,Health Insurance,2012-12-04
4983,-4794.0,Food,2012-12-04
7014,8276.0,Tips,2012-12-04
3617,-1632.0,Health Insurance,2012-12-05
2319,-4694.0,Food,2012-12-05
8353,6580.0,Salary,2012-12-05
8473,9471.0,Salary,2012-12-06
7239,-2885.0,Groceries,2012-12-06
4325,-9399.0,Health Insurance,2012-12-06
4830,8275.0,Other,2012-12-06
8554,-7067.0,Groceries,2012-12-06
2017,8105.0,Tips,2012-12-07
933,-1652.0,Investments,2012-12-08
6033,-3583.0,Health Insurance,2012-12-08
9681,-8796.0,Food,2012-12-08
851,-118.0,Investments,2012-12-08
1468,-7929.0,Food,2012-12-09
9172,5076.0,Other,2012-12-09
5128,6890.0,Other,2012-12-10
9962,115.0,Tips,2012-12-11
7050,7290.0,Other,2012-12-11
3264,-3056.0,Subscriptions,2012-12-11
9648,8965.0,Other,2012-12-13
8361,-4302.0,Groceries,2012-12-13
8331,1617.0,Salary,2012-12-14
4140,6154.0,Tips,2012-12-14
4817,-3710.0,Food,2012-12-14
5715,8216.0,Tips,2012-12-14
8255,6413.0,Other,2012-12-15
189,-3180.0,Investments,2012-12-15
3408,362.0,Tips,2012-12-16
4370,8711.0,Tips,2012-12-16
7785,-3571.0,Health Insurance,2012-12-16
9122,7930.0,Tips,2012-12-16
9826,-6720.0,Food,2012-12-16
9995,-3915.0,Health Insurance,2012-12-17
1163,-1371.0,Subscriptions,2012-12-17
1942,-8865.0,Groceries,2012-12-17
9685,8398.0,Tips,2012-12-18
6388,5195.0,Salary,2012-12-18
7777,-9607.0,Health Insurance,2012-12-18
9318,7750.0,Salary,2012-12-18
9625,3423.0,Other,2012-12-19
3692,9698.0,Salary,2012-12-19
3980,8826.0,Other,2012-12-19
2835,3063.0,Salary,2012-12-20
7495,-5915.0,Leisure,2012-12-21
7815,-3316.0,Subscriptions,2012-12-21
8366,-966.0,Food,2012-12-22
4432,-3660.0,Leisure,2012-12-22
1203,-8963.0,Food,2012-12-22
8214,7100.0,Tips,2012-12-23
940,6297.0,Other,2012-12-23
1312,9019.0,Salary,2012-12-23
4753,4762.0,Other,2012-12-24
6980,-1352.0,Groceries,2012-12-25
8741,8069.0,Other,2012-12-25
1217,-6080.0,Subscriptions,2012-12-26
2690,-3877.0,Food,2012-12-27
1465,7821.0,Other,2012-12-27
6446,8387.0,Salary,2012-12-27
9880,3276.0,Tips,2012-12-28
9588,-4803.0,Leisure,2012-12-28
2472,-7533.0,Investments,2012-12-28
6112,9528.0,Salary,2012-12-29
9965,8276.0,Other,2012-12-30
9029,-8141.0,Investments,2012-12-30
1482,-6272.0,Leisure,2012-12-31
9494,7663.0,Other,2013-01-01
1186,2853.0,Salary,2013-01-01
2794,9236.0,Tips,2013-01-01
9845,-9840.0,Food,2013-01-02
8417,3927.0,Tips,2013-01-02
8372,1272.0,Other,2013-01-02
2348,7453.0,Salary,2013-01-03
1033,7467.0,Tips,2013-01-04
2487,-8269.0,Subscriptions,2013-01-04
6045,5332.0,Salary,2013-01-04
1787,-8865.0,Groceries,2013-01-04
6815,6980.0,Other,2013-01-05
5741,3890.0,Tips,2013-01-06
3349,2333.0,Salary,2013-01-07
8863,-2124.0,Groceries,2013-01-08
4084,683.0,Tips,2013-01-09
5457,8927.0,Salary,2013-01-09
4344,-6185.0,Groceries,2013-01-09
304,6904.0,Tips,2013-01-09
4253,5027.0,Tips,2013-01-10
8577,-354.0,Leisure,2013-01-10
3632,3389.0,Tips,2013-01-10
7364,1615.0,Tips,2013-01-10
3862,7883.0,Tips,2013-01-11
1841,-8509.0,Investments,2013-01-13
366,8091.0,Tips,2013-01-13
2841,804.0,Tips,2013-01-13
6600,-9591.0,Subscriptions,2013-01-14
9765,-4687.0,Investments,2013-01-14
5708,6618.0,Salary,2013-01-15
9341,-9630.0,Investments,2013-01-15
8870,2857.0,Other,2013-01-16
8863,-4328.0,Health Insurance,2013-01-16
1825,8732.0,Other,2013-01-16
3638,-3308.0,Subscriptions,2013-01-16
6617,509.0,Tips,2013-01-17
6382,7964.0,Salary,2013-01-17
7760,4375.0,Other,2013-01-17
7352,2999.0,Tips,2013-01-17
7501,-7037.0,Subscriptions,2013-01-17
9983,-5207.0,Investments,2013-01-17
9114,4765.0,Other,2013-01-17
1607,1640.0,Tips,2013-01-18
2906,-2795.0,Leisure,2013-01-18
7523,6637.0,Other,2013-01-18
3267,-4713.0,Groceries,2013-01-19
242,-6629.0,Groceries,2013-01-19
6095,-7584.0,Groceries,2013-01-19
1268,-7432.0,Groceries,2013-01-19
8363,-782.0,Groceries,2013-01-20
7048,-7793.0,Groceries,2013-01-20
989,-3583.0,Investments,2013-01-20
9006,3886.0,Tips,2013-01-20
6272,2266.0,Salary,2013-01-20
5462,4865.0,Tips,2013-01-20
6079,-4675.0,Health Insurance,2013-01-20
7160,9588.0,Other,2013-01-22
1423,-134.0,Groceries,2013-01-22
8881,9813.0,Salary,2013-01-23
5022,7304.0,Salary,2013-01-25
1741,1868.0,Tips,2013-01-25
825,-4279.0,Leisure,2013-01-25
362,4126.0,Salary,2013-01-26
2221,3775.0,Tips,2013-01-26
5805,3252.0,Salary,2013-01-26
8545,-7197.0,Subscriptions,2013-01-27
1963,-1391.0,Leisure,2013-01-27
4438,6976.0,Other,2013-01-27
8609,-3573.0,Leisure,2013-01-28
7231,5480.0,Salary,2013-01-28
5836,5024.0,Salary,2013-01-29
90,917.0,Salary,2013-01-29
7329,2314.0,Tips,2013-01-29
6404,916.0,Tips,2013-01-30
81,-150.0,Food,2013-01-30
6530,3550.0,Salary,2013-01-31
8894,-2433.0,Groceries,2013-01-31
1637,-6914.0,Food,2013-02-01
9355,1124.0,Salary,2013-02-01
361,4517.0,Tips,2013-02-01
5547,-6326.0,Food,2013-02-01
3620,-5996.0,Food,2013-02-02
2138,-3827.0,Groceries,2013-02-02
5378,7946.0,Other,2013-02-02
5926,-8335.0,Health Insurance,2013-02-02
7609,2229.0,Salary,2013-02-02
2798,-5896.0,Food,2013-02-03
2996,-5109.0,Leisure,2013-02-03
803,4920.0,Tips,2013-02-03
5593,4641.0,Other,2013-02-04
8926,7729.0,Tips,2013-02-04
6670,6724.0,Salary,2013-02-04
5717,-7501.0,Leisure,2013-02-04
5009,7927.0,Salary,2013-02-05
2002,-2011.0,Leisure,2013-02-05
5699,2861.0,Other,2013-02-05
6861,-4433.0,Subscriptions,2013-02-06
5959,3512.0,Other,2013-02-07
8957,-3814.0,Subscriptions,2013-02-07
3533,-3097.0,Food,2013-02-08
8752,-8954.0,Health Insurance,2013-02-08
4103,-2524.0,Groceries,2013-02-08
1827,-1184.0,Food,2013-02-08
5699,-8396.0,Leisure,2013-02-08
7021,7198.0,Other,2013-02-08
2200,1575.0,Tips,2013-02-09
166,-6102.0,Subscriptions,2013-02-09
2745,907.0,Other,2013-02-10
9196,-8172.0,Health Insurance,2013-02-10
2461,-7880.0,Investments,2013-02-10
3037,-7372.0,Groceries,2013-02-11
2234,4255.0,Salary,2013-02-12
1052,-390.0,Food,2013-02-12
7597,2477.0,Tips,2013-02-13
3224,-9765.0,Food,2013-02-13
3269,5069.0,Other,2013-02-13
7158,5339.0,Tips,2013-02-13
839,-2000.0,Health Insurance,2013-02-14
2876,-3516.0,Leisure,2013-02-15
7644,-77.0,Investments,2013-02-17
8798,-1603.0,Investments,2013-02-18
9617,7189.0,Salary,2013-02-18
2442,-5337.0,Food,2013-02-19
8619,4112.0,Tips,2013-02-19
114,-3086.0,Investments,2013-02-20
3443,-293.0,Groceries,2013-02-20
418,7365.0,Tips,2013-02-20
966,-5147.0,Subscriptions,2013-02-20
9135,-1614.0,Subscriptions,2013-02-21
712,9878.0,Tips,2013-02-21
443,-6904.0,Health Insurance,2013-02-21
5967,-5847.0,Leisure,2013-02-22
9531,-1860.0,Leisure,2013-02-23
5888,-7464.0,Investments,2013-02-23
3201,529.0,Other,2013-02-23
7632,6574.0,Other,2013-02-24
2158,-573.0,Health Insurance,2013-02-25
2813,-940.0,Groceries,2013-02-25
1501,8481.0,Salary,2013-02-25
678,-4173.0,Subscriptions,2013-02-26
450,3382.0,Other,2013-02-28
7848,3372.0,Salary,2013-03-01
6990,3265.0,Tips,2013-03-02
5109,-5350.0,Investments,2013-03-03
831,-4532.0,Investments,2013-03-03
1856,3206.0,Other,2013-03-03
7909,7263.0,Salary,2013-03-04
9248,8244.0,Tips,2013-03-04
3277,7509.0,Other,2013-03-04
3402,-3075.0,Health Insurance,2013-03-04
7636,-9698.0,Food,2013-03-04
4707,2520.0,Salary,2013-03-05
2190,8842.0,Salary,2013-03-06
6687,3962.0,Salary,2013-03-06
4981,1723.0,Salary,2013-03-06
5337,-1186.0,Health Insurance,2013-03-07
5992,868.0,Tips,2013-03-08
2463,1186.0,Salary,2013-03-08
462,-6747.0,Leisure,2013-03-08
3091,3637.0,Other,2013-03-08
7833,2945.0,Other,2013-03-08
4377,262.0,Other,2013-03-09
3838,-859.0,Investments,2013-03-09
7568,-2919.0,Groceries,2013-03-09
3989,-2378.0,Groceries,2013-03-09
1117,-4724.0,Food,2013-03-09
959,317.0,Tips,2013-03-10
6019,-9985.0,Groceries,2013-03-10
365,5254.0,Tips,2013-03-11
1937,9497.0,Other,2013-03-12
593,3920.0,Other,2013-03-12
3430,3609.0,Salary,2013-03-12
6166,-1426.0,Food,2013-03-12
2671,3685.0,Tips,2013-03-12
1250,1568.0,Salary,2013-03-13
7285,3437.0,Tips,2013-03-13
7695,-7796.0,Investments,2013-03-14
9889,5216.0,Other,2013-03-14
9457,-1209.0,Food,2013-03-14
3954,9979.0,Salary,2013-03-14
3683,9194.0,Tips,2013-03-15
9426,-2954.0,Subscriptions,2013-03-15
8421,-6449.0,Health Insurance,2013-03-16
9314,-2766.0,Subscriptions,2013-03-16
907,309.0,Tips,2013-03-16
5725,-5475.0,Investments,2013-03-18
8303,9177.0,Tips,2013-03-19
6273,-2613.0,Food,2013-03-19
7345,-6199.0,Groceries,2013-03-20
2760,-1575.0,Investments,2013-03-21
9338,5314.0,Other,2013-03-22
102,-6746.0,Groceries,2013-03-22
6201,-675.0,Investments,2013-03-22
8969,1672.0,Tips,2013-03-23
6179,-4074.0,Subscriptions,2013-03-24
1796,-286.0,Groceries,2013-03-24
9622,-6103.0,Health Insurance,2013-03-25
9865,2872.0,Salary,2013-03-25
9739,-1502.0,Leisure,2013-03-25
4600,4259.0,Other,2013-03-25
1819,-3783.0,Subscriptions,2013-03-26
9371,7994.0,Salary,2013-03-26
9983,-2245.0,Food,2013-03-28
